record_type,month,date,employee_name,role,employment_status,store,schedule_status,schedule_code_source,schedule_code_normalized,shift_start,shift_end,metric,value,source_file,source_sheet,source_row,source_column,validation_status,notes
cash,2026-05,2026-05-05,,,,Космонавтов 20а,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,6,4,OK,
cash,2026-05,2026-05-06,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,7,6,OK,
cash,2026-05,2026-05-06,,,,Калинина 2,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,7,5,OK,
cash,2026-05,2026-05-06,,,,Калинина 2,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,7,7,OK,
cash,2026-05,2026-05-06,,,,Космонавтов 20а,,,,,,cash_1c,132979.0,МИР ТРУД МАЙ.xlsx,Касса,7,3,OK,
cash,2026-05,2026-05-06,,,,Космонавтов 20а,,,,,,cash_actual,135872.0,МИР ТРУД МАЙ.xlsx,Касса,7,2,OK,
cash,2026-05,2026-05-06,,,,Космонавтов 20а,,,,,,cash_variance,893.0,МИР ТРУД МАЙ.xlsx,Касса,7,4,OK,
cash,2026-05,2026-05-07,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,8,6,OK,
cash,2026-05,2026-05-07,,,,Калинина 2,,,,,,cash_actual,2230.0,МИР ТРУД МАЙ.xlsx,Касса,8,5,OK,
cash,2026-05,2026-05-07,,,,Калинина 2,,,,,,cash_variance,230.0,МИР ТРУД МАЙ.xlsx,Касса,8,7,OK,
cash,2026-05,2026-05-07,,,,Космонавтов 20а,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,8,3,OK,
cash,2026-05,2026-05-07,,,,Космонавтов 20а,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,8,2,OK,
cash,2026-05,2026-05-07,,,,Космонавтов 20а,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,8,4,OK,
cash,2026-05,2026-05-08,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,9,6,OK,
cash,2026-05,2026-05-08,,,,Калинина 2,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,9,5,OK,
cash,2026-05,2026-05-08,,,,Калинина 2,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,9,7,OK,
cash,2026-05,2026-05-08,,,,Космонавтов 20а,,,,,,cash_1c,18190.0,МИР ТРУД МАЙ.xlsx,Касса,9,3,OK,
cash,2026-05,2026-05-08,,,,Космонавтов 20а,,,,,,cash_actual,21070.0,МИР ТРУД МАЙ.xlsx,Касса,9,2,OK,
cash,2026-05,2026-05-08,,,,Космонавтов 20а,,,,,,cash_variance,880.0,МИР ТРУД МАЙ.xlsx,Касса,9,4,OK,
cash,2026-05,2026-05-09,,,,Калинина 2,,,,,,cash_1c,12890.0,МИР ТРУД МАЙ.xlsx,Касса,10,6,OK,
cash,2026-05,2026-05-09,,,,Калинина 2,,,,,,cash_actual,15130.0,МИР ТРУД МАЙ.xlsx,Касса,10,5,OK,
cash,2026-05,2026-05-09,,,,Калинина 2,,,,,,cash_variance,240.0,МИР ТРУД МАЙ.xlsx,Касса,10,7,OK,
cash,2026-05,2026-05-09,,,,Космонавтов 20а,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,10,3,OK,
cash,2026-05,2026-05-09,,,,Космонавтов 20а,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,10,2,OK,
cash,2026-05,2026-05-09,,,,Космонавтов 20а,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,10,4,OK,
cash,2026-05,2026-05-10,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,11,6,OK,
cash,2026-05,2026-05-10,,,,Калинина 2,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,11,5,OK,
cash,2026-05,2026-05-10,,,,Калинина 2,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,11,7,OK,
cash,2026-05,2026-05-10,,,,Космонавтов 20а,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,11,3,OK,
cash,2026-05,2026-05-10,,,,Космонавтов 20а,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,11,2,OK,
cash,2026-05,2026-05-10,,,,Космонавтов 20а,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,11,4,OK,
cash,2026-05,2026-05-11,,,,Калинина 2,,,,,,cash_1c,0.0,МИР ТРУД МАЙ.xlsx,Касса,12,6,OK,
cash,2026-05,2026-05-11,,,,Калинина 2,,,,,,cash_actual,0.0,МИР ТРУД МАЙ.xlsx,Касса,12,5,OK,
cash,2026-05,2026-05-11,,,,Калинина 2,,,,,,cash_variance,-2000.0,МИР ТРУД МАЙ.xlsx,Касса,12,7,OK,
